Name,Rating,Review Title,Review Date,Review Content
TWM,1.0 out of 5 stars,Do not purchase this sub standard product,Reviewed in the United Kingdom on 23 April 2021,"This is an extremely poor product that does not function properly. Sometimes it works, mostly it doesn't. It can rarely find the  home page and seems to default to Netflix or BBC i player. It was purchased  specifically  for catch up tv and fails miserably. To make things worse a message appears advising to contact Amazon Customer Services. If anyone can tell me how to achieve this I would be grateful. Having submitted  the above review Amazon made contact. The product was returned to factory settings, all apps were lost and had to be reinstated ( which took an hour ) and everything worked for 24 hours.  Amazon said they would ring back in 3 days to check progress, but that didn't happen.  I am now back where I started with a useless product. This is amongst the worst items I have ever purchased anywhere.  Do not purchase this product under any circumstances."
P. Bennett,5.0 out of 5 stars,5.0 out of 5 stars,Reviewed in the United Kingdom on 15 December 2020,Verified Purchase
Ray Blureview,5.0 out of 5 stars,Stream with ease,Reviewed in the United Kingdom on 20 December 2020,Although I have smart access on my devices none supported Disney Plus which is why I bought this device.  The overall quality and ease of use make this a stunning addition to anyone's media setup.  The picture quality is exceptional plugged into my surround amplifier and projected onto a large screen.  The voice control works faultlessly.  I have no hesitation in reccomending this product.
mjc123,5.0 out of 5 stars,Easy to fit and use.,Reviewed in the United Kingdom on 18 January 2021,"Easy to install and use. The voice recognition is good I don't know what Alexa integration is.As always I struggled to put the batteries into the controller. I usually ask one of my son's to do this, I managed by putting on a pair of rubber gloves. If you get stuck this works.The picture quality is very good I am very happy with it. I would buy again and I would recommend it."
Amazon Customer,5.0 out of 5 stars,Great!!!,Reviewed in the United Kingdom on 7 January 2021,Before I purchased this I asked the question does it have Apple TV as that was the main reason for purchase and two people said no and 2 said yes ....so I took the gamble !!!Let me assure all those wanting to know the same question that it definitely DOES have Apple TV as you can see from my picture and also NOW TVIt’s easy to use and was delivered quickly and works with my Alexa too!!
Dr R.,4.0 out of 5 stars,"Overall improvement over the 1st generation, but Dolby Digital passthrough needs to be fixed",Reviewed in the United Kingdom on 17 January 2021,"I bought this as a replacement for a 1st generation Fire TV Stick, which had become progressively slower over time. The new version is much quicker than the old one and generally performs very well. Setup is quick and simple and the new interface is intuitive.On the down-side. Dolby Digital passthrough simply doesn't work. The option is available, but all that comes through is standard PCM stereo. This is something of a disappointment, seeing as the first generation stick managed this without a problem. I suspect this is a software problem, since the option is available to be selected; it just doesn't do anything. I've tried talking to Amazon customer service, who took me through all of the obvious stuff, to no avail. I've asked for it to be raised with the developers, but I've no idea if this has been taken forward or not. I've seen several others with this issue as well, so it's not an isolated case.So, overall it's a good device, and if 5.1 Dolby Digital isn't an issue for you, go right ahead, otherwise you might want to wait or look elsewhere."
ken,5.0 out of 5 stars,Brilliant,Reviewed in the United Kingdom on 25 February 2021,"Bought this as our old Firestick was really slow and clunky, not being sure whether it was our broadband that was the problem (or not) took a chance and bought this updated version. It works a treat. Usual easy set up and bingo fast connection , no buffering etc. Haven't bothered with the Alexa connection or voice activation just pleased to have a solid service. Don't hesitate, buy it !!"
Binky,4.0 out of 5 stars,Good but not perfect,Reviewed in the United Kingdom on 16 February 2021,"Good but has a glitch most days. Sometime it freezes (just a case of taking the batteries out of the remote and putting them back in).IPlayer seems to buffer more than the IPlayer app on my Smart TV and I’ve noticed that on some channel 4 on demand programs it goes to a commercial break abd then back to the beginning of the program. Again, not a problem I’ve had with  my smart TV.I am pleased I bought it despite the glitches."
Daniel Leeman,4.0 out of 5 stars,Firestick provides an excellent expandable portal.,Reviewed in the United Kingdom on 13 January 2021,"The Firestick was a Christmas present to provide improved streaming to my projector which it certainly does. I can access Programmes either through the remote or our home Alexa echo. Picture and sound quality are excellent. I’ve recently been using it on our TV and, like a number of people, have noticed that it can interfere with terrestrial reception. The easiest solution to this problem is to switch the Firestick to Sleep mode or switch it off. Apart from that it would have earned a 5 star rating."
Angelsoft,5.0 out of 5 stars,"This is faster, neater, a much better product all round.",Reviewed in the United Kingdom on 3 April 2021,"So I told myself that I didn’t need a new fire stick, given that I already had an original.Then, in a fit of, I don’t know, Communist controlled insanity? I bought the new one.This is faster, neater, a little harder to navigate until you get a grip, and a much better product all round. So the old one is in a box, as a back up, and the new one is in place."
Penelope Polins,5.0 out of 5 stars,A great addition to our collection!,Reviewed in the United Kingdom on 24 January 2021,"As a chronic pain patient, I spend a lot of time upstairs icing or heating my spine every day and it can get rather lonely and monotonous, especially during the working week. Having a Fire Stick means I’m not stuck with daytime TV and can escape wherever I want to as a distraction from the pain. I’d recommend one to anyone who has a TV in their bedroom as well as the living room!"
Jazmine Belt,5.0 out of 5 stars,Great device - no issues,Reviewed in the United Kingdom on 4 March 2021,"Works brilliantly, all the apps I wanted are available now, including NowTV and Apple TV which were a big part of the reason I decided to buy this. I used the cable that came with the fire stick to plug into the USB on my TV meaning there are no wires hanging out the back to plugs. Amazon sells a shorter cable (around £20 at time of writing) to plus to fire stick into the TV but you don’t need to buy this as the one included is fine. Voice recognition is great, very happy with this."
RICHARD HARRIS,5.0 out of 5 stars,One I will be sticking to in future.,Reviewed in the United Kingdom on 28 December 2020,"I bought this as I needed to add an app to my toshiba smart TVs that the tv refused to accept. The fire stick not only solved the problem but I now use it for my Netflix, prime, Disney+ along with all my terrestrial catch up services as I not only find it more responsive but the interface is user friendly and easy to understand. I fully recommend this product as it has made my tv viewing easier and quicker."
Chrome,5.0 out of 5 stars,Fantastic value,Reviewed in the United Kingdom on 21 January 2021,"As I’m on a strict data limit, I needed something which would allow me to lower the video quality on Prime Video thereby reducing the data rate.My Sony TV’s built-in Prime app didn’t let me do this but the Firestick Lite that I got allowed me to do this.It’s important to note however that reducing the data rate on the FireStick ONLY reduces it for Prime Video.Netflix allows you to reduce the data rate through the account profiles that you set up & Youtube lets you do it whilst watching a video.Along with Netflix & YouTube, I now have my three main apps which are all set to lower data rates & as an unexpected bonus the FireStick has recognised my Sony TV remote control & works completely from that.This was unexpected & I only found out by accident when I picked up the tv remote & everything worked from that.Well worth the £29.99 in my view & for anyone without a Smart TV it’s a no-brainer."
Thomas McMaster,1.0 out of 5 stars,"no reception dead duck ,",Reviewed in the United Kingdom on 16 November 2020,"everything fits as described but ,its a no show im not pleasds custemor for 13+yrs and havent had much to com-------plian about .bu-tthis has ruined my happiness to say the least ,is therea code i  shoul be entering?+-r"
Ms. J. Stark,5.0 out of 5 stars,New Fire Stick is Blazing!!,Reviewed in the United Kingdom on 12 February 2021,"I upgraded my Fire stick to this and I Love It!!  Voice recognition is my favourite part, so quick & so easy to find what you are looking for. Alexa is as always very helpful and the whole Fire stick is so much better, I don’t have to constantly unplug to reset, it’s quicker to get from app to app - absolutely amazing wished I had realised I could have upgraded much sooner ."
Lezley,5.0 out of 5 stars,Iis upgraded my older Tv. Perfect.,Reviewed in the United Kingdom on 11 December 2020,"I wanted to up grade our old Tv in dinning room. Didn't wish to fork out for new one, as this one I already have was perfect it just didn't have apps etc. As we only use it week days to eat. Well, it's perfect. Definitely worth the money, and now I have a new Tv on the wall. Easy to install and use this is third I have purchased. Excellent value,to up grade my Tv.💯🎥💯"
Amazon Customer,5.0 out of 5 stars,Resolved,Reviewed in the United Kingdom on 1 October 2020,Important...........after saying that I was disappointed.  BBC iPlayer and ITV hub are now working. Amazon sent an apology. We think may have been teething problems. We are now very happy with it .
John,5.0 out of 5 stars,Great bit of kit,Reviewed in the United Kingdom on 21 December 2020,"Lightening fast simplified menu, superb HD quality, strong WiFi receiver much better than the 2nd Gen stick this has replaced. Great upgrade ideal if you don’t need 4K quality. Live TV button on remote nice addition so for UK residents you can download the app TV Player which will provide plenty of free to air channels that sync with the new Live Tv Button on remote."
T,5.0 out of 5 stars,"Easy to install, arrived quickly",Reviewed in the United Kingdom on 3 December 2020,"This is great, has turned an old TV into an internet enabled TV. Bit annoying that it needs it's own power source, but other than that easy to setup and works perfectly. Also a little annoying that there's no agreement with Now TV, but such is life, can't have it all."
tp_79,5.0 out of 5 stars,Good picture quality. Interface could be better,Reviewed in the United Kingdom on 24 January 2021,"I don't use Alexa or voice control. The one thing I use it for is a streaming box. It's okay for this, but the main menu is information overload. Wish there was a default where you can just see your apps and nothing more, rather than being bombarded with everything else first.Apart from that, picture quality is good and the box is fast to navigate through."
Carrie anne,5.0 out of 5 stars,Great we device,Reviewed in the United Kingdom on 7 January 2021,We have 3 fire sticks around the house and they are great for the kids (and adults!) Easy to use and easy to set up as your just signing in to accounts like you would via phone or computer.  We also have a couple of Alexas so have combined them to work together. Definitely a gpod buy especially for the price (which at the time of my purchase was down to £24.99)
Joanna,5.0 out of 5 stars,Brilliant,Reviewed in the United Kingdom on 12 December 2020,"I love my fire stick, best £20 I have spent. Means I can watch the programmes I like in my room, as I don't like what the others in my household watch (shopping TV, reality shows 😕) I can get BT sport too so can watch all the rugby I want. Loads of stuff on Amazon Prime & is good to see YouTube documentaries and old movies on a larger screen. Brilliant value."
Kj,5.0 out of 5 stars,Works perfectly easy to set up affordable,Reviewed in the United Kingdom on 23 April 2021,Amazon fire stick and the Alexa are my fav absolutely fav items I ownAmazing qualityGreat brandAlways there to helpKindWorks so wellVery very affordable for all families this is fabulousStreams really wellSo very simple to use and set up even I can do it 😊In every way possible I recommend amazon technology
Mae B,5.0 out of 5 stars,Wish I'd got this sooner,Reviewed in the United Kingdom on 4 April 2021,"I have to confess this has really made me smile since it arrived. I have a JVC smart TV with Freeview and also an Amazon Prime subscription, I wasn't really able to use either very well but the Fire Stick has changed that. It's been great having everything in one place and the Alexa feature is pretty fun and useful. I haven't found it an issue using the TV remote for volume control so this basic model works just fine. The added bonus is that ITV Hub works without the annoying buffering I was getting on Freeview and the general stream quality has been great."
Blues Brother,5.0 out of 5 stars,Performs as descibed,Reviewed in the United Kingdom on 8 March 2021,Incredibly easy to set up. Plug into TV. Plug into power outlet.Easy to follow on screen instructions to locate your Wi - Fi.Click on your chosen Apps and follow more easy instructions with some password set up on your main device  or computer and you're good to go.Took minutes and no need to be tech savvy in any way.Good product thus far.
TB STEWART,5.0 out of 5 stars,Excellent bit of kit and easy set up,Reviewed in the United Kingdom on 18 January 2021,"I bought this to 'convert' my 65"" plasma to smart TV. Super easy to set up - I already have an echo show, and the two obviously share information, as I didn't have to go through any set up for wi-fi etc.In my instance, my TV only has one HDMI input (as its predominately a large format monitor), so my sky box etc go via a Harman Kardon surround sound system. To set up the Firestick, I used the supplied HDMI extended cable and plugged this direct into an HDMI input on the surround sound. I set the sound to best available and it would seem the two communicate - the surround sound switches to Dolby (and sounds great) when I start the Firestick up.The set up of Netflix/Prime and the catch up channels, although a laborious task, is pretty straight forward.To sum up, if you have a perfectly good working TV that you want to have the functionality of a smart TV, then this  is the best £29 you'll spend!"
Amazon Customer,5.0 out of 5 stars,Amazon Fire Stick 5*****,Reviewed in the United Kingdom on 27 January 2021,"Why choose anything other than an Amazon Fire Stick,  it dose everything you ever need for your TV viewing and entertainment.  As lone as you have Internet or WiFi you can watch all sorts of TV platforms.  And play exciting and fun games like THE CHASE,  PACMAN to name a couple.  We have tried others but the format and ease of the AMAZON FIRE STICK  is second to none."
vfrbiker,2.0 out of 5 stars,Disappointed,Reviewed in the United Kingdom on 31 December 2020,"Initially liked this product as a replacement for Roku which had run its course. Great Alexa integration with basic fwd, rwd and pause commands.  Now, however, after 7 weeks I have to navigate many prime video adverts before I can get to the app I need. Moreover I have to reset device daily by unplugging from mains as it either freezes with no control from remote or plays without volume. Each reset works but I’m getting rather frustrated with the need to do this. Think I’ll go back to Roku"
Matt,5.0 out of 5 stars,Can't get any other apps to download.,Reviewed in the United Kingdom on 9 November 2020,"Update - I got through to Amazon live chat, I had the wrong country set up, it was showing as Australia and I Live in the UK, once they changed this, All was fixed.I can't seem to get anything to install, I have searched the web and cannot see a solution, it has nothing to do with the 1 click settings or card not being registered, it simply says 'unable to download app', this applies to everything I am trying to download, I tried using the help function built-in but it says it fails to call me."
Amazon Customer,5.0 out of 5 stars,Everything works now,Reviewed in the United Kingdom on 13 December 2020,"Our 2013 Panasonic TV which cost an awful lot of money had problems with the Apps.  You tube and I player stopped working - was told this was because the contract with them and Panasonic had expired.  After a very simple installation, we now enjoy all that the TV used to offer plus a good deal more.  Much better than buying a new TV!  Quite delighted"
Old John,4.0 out of 5 stars,Amazon Firestick,Reviewed in the United Kingdom on 19 March 2021,Good piece of kit once I worked out that it needs to be left on (in sleep mode) all the time. Switch off at supply & I had problems with no sound when trying to use it again.There is no off setting on stick.It is a very low wattage appliance & this is the way it is supposed to work. Other than that which is no great hassle I am well pleased with it.
TrevorFarnham,4.0 out of 5 stars,Good but could be better,Reviewed in the United Kingdom on 24 January 2021,Once you get to using this then it makes a good method for accessing online content e.g BBC iPlayer.  However if I had gripes it would be that the user interface is not that intuitive and probably more importantly it often drops the link to wifi meaning you have to restart the device.  Iam ok doing this but not certain a computer novice would like this.
Sonny,5.0 out of 5 stars,Best alternative to costly sky packages,Reviewed in the United Kingdom on 14 March 2021,"We dont have an outside Ariel so the Fire Stick is a welcomed alternative to paying costly sky packages etc.We can watch almost everything and can live stream the regular channels. We do pay for Netflix and Prime subscriptions but this isn’t really necessary as there’s plenty to watch.Quality is good and the price is awesome for what it does. We have one in every room of the house inc kids bedrooms, you can add parent control too if required. Wouldn’t be without one. Highly recommend"
Phil Harrison,5.0 out of 5 stars,Bought to replace an old Fire Stick that was working very slowly.,Reviewed in the United Kingdom on 2 May 2021,"Our original Fire Stick has started to work very slowly and, now and then, it would stop working completely. We had to disconnect it and reboot it. Since we use it a lot, it was time to buy a new one which promised to be more powerful and efficient. It has worked! We now do not have any annoying waits for the stick to power up and go to our selected choices."
C. Kewley,5.0 out of 5 stars,A marvelous little gadget,Reviewed in the United Kingdom on 12 October 2020,"I received the Fire Stick a couple of days ago, dead easy to set up. I have only had a short time to play with it but find it a boon. Great for finding cartoons for our 2 year old granddaughter and 60s music for myself. Using the Alexa voice control makes it so much easier too. So far, money well spent."
Kindle Customer,5.0 out of 5 stars,Improved version,Reviewed in the United Kingdom on 25 December 2020,I’m not very good with “techie” stuff so will keep this brief.This new fire stick is twenty times faster than my old one so for that alone I award five stars.I also like the voice control. There are already two Alexa’s in the house so this feature is unused.I’m glad I bought this and it was during a promotion so the price was good.
David Shepherd,3.0 out of 5 stars,Regularly loses connection to Wifi Hub,Reviewed in the United Kingdom on 2 May 2021,"When it is up and working this acts as an perfectly acceptable way to access streaming services on an older TV. A little bit slower to respond than my Samsung Smart TV, but very usable and great value. However the Fire Stick regularly loses contact with my WiFi hub when not being used which leads to me having to frequently intervene to get it working."
Tabbycat,4.0 out of 5 stars,Easy to install,Reviewed in the United Kingdom on 19 December 2020,I haven’t activated Alexa yet. It was easy to install but the batteries went after two days. I replaced them. I’ve had a few issues with getting from one channel  to another sometimes. I’ve was  advised to contact Amazon helpline. They were helpful and suggested I turned the tv off once or twice a week from the mains to lengthen battery life v
Kindle Customer,5.0 out of 5 stars,Quility Amazing,Reviewed in the United Kingdom on 2 May 2021,I ordered this as my old one had given up the ghost. I work away from home during the week so I like too watch Netflix .  it is so quick and streams really fast and no buffing .  I could also download more channels like sky and now tv which I had not had before.  The voice recognition is superb.  I have a lot of fire products and I am never disappointed thank you  🙏 A++
fair trade 4 all,1.0 out of 5 stars,Firmware not ready to be used with iplayer and stereo echos,Reviewed in the United Kingdom on 7 December 2020,although amazon customer service told me to buy this rather then the cube it actually performs really badly.  The sound and reliability when in hometheatre mode is woeful. When playing BBC iplayer it buffered every few minutes and even rebooted itself a couple of times.  I believe the developers are to realease ne software but that is of no use if we want to use it now over christmas. And who is to say their update will work to fix this fault anyway.  seems to me it has been release too early. I think 4th gen echo suffers from that to.
CAMBROB,4.0 out of 5 stars,Brill,Reviewed in the United Kingdom on 27 January 2021,"We.bought the firestick lite as our old tv doesn't have All 4 or Disney plus (we were using son's  old xbox for Disney). Just stuck the stick in back of tv and into the mains. No looking back! Press the button, say what you want to watch and voila...that easy. No more changing HDMI port - it does that itself, no then finding the app needed, straight to the programme. No going back now - much cheaper.than a new TV!"
Caz Donovan,5.0 out of 5 stars,A Great Device,Reviewed in the United Kingdom on 11 January 2021,"My grandson bought this for me for my Christmas present.  It's great, I've been able to catch up on missed programmes, and am looking forward to seeing whats films I can watch.  It's great that it's Alexa voice activated, saving time on finding programmes that I want to see.  I've so far only used it for playing music and viewing iplayer, looking forward to finding what else is available.  A great gift."
A L,3.0 out of 5 stars,Firestick,Reviewed in the United Kingdom on 22 March 2021,"The firestick is great, had no problems setting it up. My only complaint is the parental settings, you can set it to kids mode, but it's easy to navigate out of that and into the prime store. You can set up a 4 digit pin code, but it would be better if there was a way to hide adult content all together. I've been trying to turn of the 1 click purchase option on amazon prime on my TV. But can't seem to work out how to do it."
Ed Mead,5.0 out of 5 stars,Enhances streaming services!,Reviewed in the United Kingdom on 9 March 2021,"I thought my telly was pretty new, but I've had difficulty receiving britbox and disney. The firestick enables me to watch these services with absolutely no hassle. Plus, my broadband seems a bit stretched watching netflix, all other devices in the house need to be off, but with the hdmi extender this acts as a kind of amplifier, so all in all the firestick is a god send!"
JayBee,5.0 out of 5 stars,Good option for non smart TV's,Reviewed in the United Kingdom on 24 December 2020,"This is the 2nd fire stick I have purchased, the first was for my son's non smart tv and this one is for another non smart tv.Great product, well made and does the job really well.It's very easy to set up and works as it should.Very pleased with this product and based on my experience I would recommend.Thank you :O)"
sandra,5.0 out of 5 stars,brilliant,Reviewed in the United Kingdom on 28 November 2020,this is my second firestick and bought it for the bedroom.  the alexa is too great. my dog is called lexi and when i call the dog alexa says --sorry dont know that one. i really enjoy my amazon alexa products. i also have the echo so i have the best of amazon making life enjoyable--especially as i am in my 8th month of shielding. for me amazon is a godsend
Chris,5.0 out of 5 stars,Great addition and great voice control functionality.,Reviewed in the United Kingdom on 3 January 2021,"I bought the Amazon fire stick for our upstairs tv, it has been a great addition being able to access amazon tv, Disney +, Netflix and many other features via voice control through the remote. Voice searching is fast, convenient and accurate even for my west country accent. Heartedly recommend especially during the discounted price sales."
Belle,5.0 out of 5 stars,"Works great, easy to use and set up.",Reviewed in the United Kingdom on 1 January 2021,"I am a bit of a technophobe I had an old generation 1 which was struggling to download and stream. I decided to upgrade to the new stick with Alexa which I have avoided as I hate devices 'listening in'. After reading up on this stick I found Alexa you need to press and hold the button for it to 'listen'. Which I love.  My new stick I followed the instructions, logged in alright and off I went! I did have to download BBC iPlayer, more 4 etcetera. Far faster than my old stick. Highly recommend.  My fibre broadband speed is 36 Mb so not the fastest."
Brainwave,5.0 out of 5 stars,Easily upgrade your HDTV to a smart TV.,Reviewed in the United Kingdom on 2 December 2020,"Everything you need to turn your TV into a smart TV. All leading video and music Apps available. Not all are loaded up first but you can add others you need later from Apps section. Works fast, good quality. Top tip, If you have a Sony TV it’s remote control can control this including volume, you will just need to use the firestick controller for Alexa."
Simon G. Cole,1.0 out of 5 stars,Poor quality ???,Reviewed in the United Kingdom on 26 December 2020,"I bought one of these for football crazy uncle with learning difficulties. I set it up, explained how to work it, left him to it. 24 hrs later had a call to day he keeps getting message that home service not available. Went back, eventually had to restore back to factory settings.  Then another call to say message came up. Went back got it working again and we sat down to watch a programme. 30 mins later we were kicked out and the stick faulted again.  Not happy. Will probably have to send damn thing back for replacement.#ihatetechnology."
F. A. L. Elphick,3.0 out of 5 stars,Dislike Alexa,Reviewed in the United Kingdom on 24 January 2021,I find it hard to use. Alexa for me is not an essential tool. I don't like the feeling it overhears my conversations either. I find the whole screen too complicated with loads of 'apps' and pictures of films. Easier to use a straight forward television. I can also use Amazon primes channels through my P C. which is easy to understand.
dash471,4.0 out of 5 stars,Works well but has connection issues,Reviewed in the United Kingdom on 11 March 2021,Hi managed to get it setup fine and runs ok.However there seems to be a bug in the code somewhere. When your router reboots the fire stick can not reconnect without being powered off and on again. This is even mentioned on the leaflet in the box so it’s a known problem that is not mentioned in the product details. Needs fixing.
CJ,5.0 out of 5 stars,Fast loading,Reviewed in the United Kingdom on 16 January 2021,"The built in Amazon Prime app on my smart TV had become so so slow that it was frustrating to bother using. So I bought a fire stick to in effect do the same thing. Amazon Prime is so quick running on it, much easier to scroll through. Have the added bonus of loads of other optional apps to install and watch on my TV, particularly handy to fight the boredom during lockdown."
music,4.0 out of 5 stars,Will work on old TV good for price prime and pluto YouTube good for films ideal for 2nd room or.,Reviewed in the United Kingdom on 18 December 2020,"For price very good for bedroom. Took time to find WIFI connection but good at the moment.  My WIFI  gets its moments of loosing the connection but it is for extended bedroom and when it works well pleased with firestick ,bought at £18 now back to £30  very happy .Good Apps would be suitable  for main television i have  Prime on Android TV but older TV with full HD would be ideal .If you have a smart 4k go for the 4k firestick and enjoy ."
Nessa's mum,5.0 out of 5 stars,My 2nd.,Reviewed in the United Kingdom on 20 December 2020,"My 2nd Firestick, I've had one for ages plugged into the TV in my living room but when I saw the offer price of £17.99 I decided to get another one for the bedroom TV that never gets used. Got it set up quickly and easily and tried it out, it was great. Of course I haven't watched a programme on it yet but it's there when I want to."
Gemma W.,5.0 out of 5 stars,Makes a normal tv a smart tv for a fraction  of the cost!,Reviewed in the United Kingdom on 7 January 2021,"Bought in sales to replace 1st gen firestick which was coming to the end of its life, it's amazing, my old one although had been well used was getting a bit old and leggy, this one is much faster and no buffering, the voice control makes it much easier searching for specific programs, would have been happy with it paying full price."
Stephen Carroll,5.0 out of 5 stars,Does what I need it to.,Reviewed in the United Kingdom on 27 December 2020,I bought one of these to plug into a monitor rather than a TV to allow us to sort of use it as a smart TV without needing to keep logging on to the PC and make it easier for the kids.It has all the apps I need and the remote is simple but allows you to move through the menus and control what you are watching easily enough.
Kindle Customer,5.0 out of 5 stars,Fabulous product!,Reviewed in the United Kingdom on 12 December 2020,"We have two of these now and I bought a third for my parents. This makes watching Disney + on a non smart tv a reality. Before we could only access it on the iPad, even our 5 yr old smart tv couldn’t cope with the updates required for it and Now tv. Having the fire stick means we can watch the latest YouTube on any of our TVs"
Nick,5.0 out of 5 stars,Fire Stick is a YES,Reviewed in the United Kingdom on 18 January 2021,"Easy to fit and follow instructions to install and Log In. After that, the whole is your oister! The Alexa Voice control is simple, pressing a button rather than operating all the time. Good voice regognition and therefore quick to operate, paricularly for music request. Easy to locate Amazon Prime, YouTube, BBC I-player, etc. So if you don't aleady have it installed in TV set, worth every penny!"
Mancgas,1.0 out of 5 stars,Compared to ‘full’ version its poor,Reviewed in the United Kingdom on 14 February 2021,"We’ve got several Fire Sticks of all ages- all work fine. Freezes, every programme with advertising break goes back to begining of the programme rather than picking up fro where advert cut in. Re started it, wiped and reinstalled done same with affected apps ie All4 - still does same. Spend an extra £5 and get a proper one!"
Cindy,4.0 out of 5 stars,It’s ok,Reviewed in the United Kingdom on 25 January 2021,Yes the fire stick is a good investment if you don’t want to pay the extortion prices of sky or any other digital box.I do sometimes have issues with Alexa voice recognition but after repeating myself 3 times if she doesn’t get it I ask for something else or turn it off.I’m having trouble with the network connection and hdmi connection. Even with the adaptor the internet drops on it. Even tho the connection to my phone is ok. If I don’t connect it to the hdmi properly before turning it on the sound will not work so have to turn it off and on again.These are common issues with most digital things. Just have to be patient and persevere.Picture quality is good when connected to the internet properly. Most of the time it’s great.
marshman1,3.0 out of 5 stars,Check sound settings,Reviewed in the United Kingdom on 22 January 2021,"This is my third fire stick  but although the picture is good, the menu is not so good as on a smaller tv  you need a magnifing glass to see the icons . I have a fire tv box with 4k ultra and a 2 year old fire stick which works perfect with a good size menu.The new fire stick is ok if you have  a 55 inch screen but in a bedroom with a 26 inch screen its hard to read.Also  the sound does not work  on a tv unless  you change the settings from dolby to stero [pcm]."
"Richard, Leicester",5.0 out of 5 stars,So easy to setup and use,Reviewed in the United Kingdom on 23 December 2020,"Just plug it in, pop some batteries in the remote. Choose your language. Enter your wifi details. Then it updates and good to go. For the voice control you don't have to preface ""Alexa..."" you just say what you want whilst pressing the microphone button. Much faster than the original Firestick. Pleased I made the upgrade."
Dilpreet Singh Gill,3.0 out of 5 stars,Problems and bugs,Reviewed in the United Kingdom on 25 February 2021,"After using it for a couple of days, I've noticed some issues. When you try to mirror your smartphone or pc with mirroring feature, It says connecting and after a few seconds it suddenly exits the mirroring feature for no reason. Tried to do that using different devices but no success. Apart from that, if it loses the wireless connection with router, it doesn't connect automatically afterwards and asks you to do it manually. Even though you do it manually, it keeps asking to reconnect the device with a wireless connection, that seems to be a bug. Since there is no option to shut down the device on remote, you have to turn off and turn on your tv or simply unplug the firestick power plug so that it can refresh itself to re-establish the connection with WiFi. Pretty disappointed tbh... wondering if roku was a better option."
Mr Michael Bufton,5.0 out of 5 stars,"Easy to setup, lots of content",Reviewed in the United Kingdom on 16 January 2021,I haven't reviewed the voice recognition or Alexa integration as we don't use these controls.We bought the stick so we could access Disney plus and it met those requirements.Really easy to setup.Very impressed with the ease of use and all the additional content that is available.Highly recommended!
Topcat 1001,5.0 out of 5 stars,Very impressed!,Reviewed in the United Kingdom on 6 January 2021,"We have an old firestick which used to take us ages to navigate to where we actually needed to be so i thought whilst this was on offer we'd give a go.So worth it! Much quicker to navigate to programmes,, Iplayer, prime etc and the Alexa voice control is so easy to use.So glad we purchased this, well worth the money."
Amazon Customer,5.0 out of 5 stars,"My second Fire TV stick, doesn't work so well as the first",Reviewed in the United Kingdom on 11 December 2020,"This device is the second of two that I have, it is used purely as a streaming assistant for the most popular TV prog's, For some reason or another it will not work with Prime , the movie titles are clearly on show but when choosing a Prime movie, the picture starts to stream then the streaming indicator just stays rotating for ever"
Luke,3.0 out of 5 stars,Be careful what you ask for,Reviewed in the United Kingdom on 17 January 2021,"Voice recognition is okay but you can inadvertently start watching premium content. You will also need to make sure your kids don’t start ordering stuff. My five year old had signed up to Amazon music without my knowledge, or his. Frustrating that the fire stick seems to disconnect from internet regularly. When working tho it is a good platform for viewing Netflix/prime in one place and very easy to set up."
alandavid,4.0 out of 5 stars,Good alternative to Blu-ray,Reviewed in the United Kingdom on 12 December 2020,"As a subscriber to several media apps , that had become unsupported by Blu-ray, a timely price reduction on the fire stick plus  those apps  being supported by Amazon meant a seamless change over to this system.The technology works well and the picture quality is good, also its worth googling for tips, shortcuts and formatting."
Nosyt,5.0 out of 5 stars,Vast improvement over the 1st generation Fire Stick,Reviewed in the United Kingdom on 10 March 2021,"Been running a first generation Fire Stick for some years now and, of late, it has been terribly slow to use. Menus in particular with many channels just timing out after selection (My5, Channel 4 for example).Factory resets etc etc on the old model failed to make any difference and we concluded that it was our not so fast broadband at fault.However it was suggested that we try the newer model and - instantly - much improved performance. No menu lag, no timeouts and so on.Very pleased."
Kenan Isbilir,4.0 out of 5 stars,does the job,Reviewed in the United Kingdom on 26 December 2020,"easy to set up, works good. the remote is a bit flimsy, as the back cover started to become a little lose, but it is still working ok. Wifi internet connection has dropped twice and it took a bit of time and restarting the device to re-establish it, as it seemed not coming back automatically. Overall, good product for the price."
Amazon Customer,5.0 out of 5 stars,Great mobile TV reception.,Reviewed in the United Kingdom on 29 December 2020,"A brilliant product if you have broadband/wi fi, but no TV antenna. I use it in a room where I did not want to install a new antenna cable. The reception is excellent and I can watch live TV, catch up or streaming services. I also use the fire stick in my motorhome and connect via a hot spot on my phone. This allows me to get UK television whilst abroad provided I get a reasonable data signal. The firestick is  great value for money."
Kunle,4.0 out of 5 stars,Nice Product,Reviewed in the United Kingdom on 28 February 2021,Very good product. Does exactly what it says. The only drawback I have is the installation and connection process. So many software updates to be done and the sign up process gave me a lot of tough time because the product user Amazon account wouldn't just work with it until I have to sign up a new account for the user. The second drawback is that some application I am expecting are not on the apps store although all that was listed on the product add were available. Overall I will recommend this product for any one who has the patience to go through the installation processes
